,Date,Model Name,Parameters,Evaluation Name,Threshold,Result
5120,2012-06-30 00:00:00 - 2012-12-27 00:00:00,Extra Trees,"Number of Trees: 75, Max Depth of Trees: 20",Precision,Threshold: 0.01,0.743054917
5152,2012-06-30 00:00:00 - 2012-12-27 00:00:00,Extra Trees,"Number of Trees: 5, Max Depth of Trees: 5",Precision,Threshold: 0.2,0.743054917
5278,2012-06-30 00:00:00 - 2012-12-27 00:00:00,Extra Trees,"Number of Trees: 75, Max Depth of Trees: 5",Precision,Threshold: 0.3,0.743054917
4790,2012-06-30 00:00:00 - 2012-12-27 00:00:00,Random Forests,"Number of Trees: 25, Max Depth of Trees: 20",Precision,Threshold: 0.01,0.743054066
4724,2012-06-30 00:00:00 - 2012-12-27 00:00:00,Random Forests,"Number of Trees: 75, Max Depth of Trees: 20",Precision,Threshold: 0.01,0.743047047
1670,2013-06-25 00:00:00 - 2013-12-22 00:00:00,Decision Trees,Max Depth of Trees: 100,Precision,Threshold: 0.3,0.743040079
5177,2012-06-30 00:00:00 - 2012-12-27 00:00:00,Extra Trees,"Number of Trees: 25, Max Depth of Trees: 20",Precision,Threshold: 0.02,0.743037471
5186,2012-06-30 00:00:00 - 2012-12-27 00:00:00,Extra Trees,"Number of Trees: 25, Max Depth of Trees: 20",Precision,Threshold: 0.01,0.743037471
7386,2013-12-22 00:00:00 - 2014-06-20 00:00:00,Support Vector Machines,C value: 1.2,Precision,Threshold: 0.01,0.743034056
5117,2012-06-30 00:00:00 - 2012-12-27 00:00:00,Extra Trees,"Number of Trees: 75, Max Depth of Trees: 20",Precision,Threshold: 0.1,0.743033202
3968,2012-06-30 00:00:00 - 2012-12-27 00:00:00,Bagging,"Estimators: 10, Samples: 500",Accuracy,Threshold: 0.02,0.743032159
3971,2012-06-30 00:00:00 - 2012-12-27 00:00:00,Bagging,"Estimators: 10, Samples: 500",Accuracy,Threshold: 0.05,0.743032159
3974,2012-06-30 00:00:00 - 2012-12-27 00:00:00,Bagging,"Estimators: 10, Samples: 500",Accuracy,Threshold: 0.1,0.743032159
3977,2012-06-30 00:00:00 - 2012-12-27 00:00:00,Bagging,"Estimators: 10, Samples: 500",Accuracy,Threshold: 0.01,0.743032159
4615,2012-06-30 00:00:00 - 2012-12-27 00:00:00,Random Forests,"Number of Trees: 75, Max Depth of Trees: 100",Accuracy,Threshold: 0.01,0.743032159
4637,2012-06-30 00:00:00 - 2012-12-27 00:00:00,Random Forests,"Number of Trees: 75, Max Depth of Trees: 50",Accuracy,Threshold: 0.01,0.743032159
4716,2012-06-30 00:00:00 - 2012-12-27 00:00:00,Random Forests,"Number of Trees: 75, Max Depth of Trees: 20",Accuracy,Threshold: 0.02,0.743032159
4983,2012-06-30 00:00:00 - 2012-12-27 00:00:00,Random Forests,"Number of Trees: 75, Max Depth of Trees: 200",Accuracy,Threshold: 0.05,0.743032159
5121,2012-06-30 00:00:00 - 2012-12-27 00:00:00,Extra Trees,"Number of Trees: 75, Max Depth of Trees: 20",Accuracy,Threshold: 0.01,0.743032159
5153,2012-06-30 00:00:00 - 2012-12-27 00:00:00,Extra Trees,"Number of Trees: 5, Max Depth of Trees: 5",Accuracy,Threshold: 0.2,0.743032159
5279,2012-06-30 00:00:00 - 2012-12-27 00:00:00,Extra Trees,"Number of Trees: 75, Max Depth of Trees: 5",Accuracy,Threshold: 0.3,0.743032159
5345,2012-06-30 00:00:00 - 2012-12-27 00:00:00,Extra Trees,"Number of Trees: 25, Max Depth of Trees: 5",Accuracy,Threshold: 0.3,0.743032159
5778,2012-06-30 00:00:00 - 2012-12-27 00:00:00,K Nearest Neighbors,K Neighbors: 20,Accuracy,Threshold: 0.1,0.743032159
5608,2012-06-30 00:00:00 - 2012-12-27 00:00:00,Decision Trees,Max Depth of Trees: 5,Precision,Threshold: 0.3,0.743031306
1654,2013-06-25 00:00:00 - 2013-12-22 00:00:00,Decision Trees,Max Depth of Trees: 100,Precision,Threshold: 0.2,0.743005694
1657,2013-06-25 00:00:00 - 2013-12-22 00:00:00,Decision Trees,Max Depth of Trees: 100,Precision,Threshold: 0.02,0.743005694
1660,2013-06-25 00:00:00 - 2013-12-22 00:00:00,Decision Trees,Max Depth of Trees: 100,Precision,Threshold: 0.05,0.743005694
1663,2013-06-25 00:00:00 - 2013-12-22 00:00:00,Decision Trees,Max Depth of Trees: 100,Precision,Threshold: 0.1,0.743005694
1666,2013-06-25 00:00:00 - 2013-12-22 00:00:00,Decision Trees,Max Depth of Trees: 100,Precision,Threshold: 0.01,0.743005694
4163,2012-06-30 00:00:00 - 2012-12-27 00:00:00,Bagging,"Estimators: 30, Samples: 500",Accuracy,Threshold: 0.2,0.743001531
4251,2012-06-30 00:00:00 - 2012-12-27 00:00:00,Bagging,"Estimators: 50, Samples: 500",Accuracy,Threshold: 0.2,0.743001531
4725,2012-06-30 00:00:00 - 2012-12-27 00:00:00,Random Forests,"Number of Trees: 75, Max Depth of Trees: 20",Accuracy,Threshold: 0.01,0.743001531
5643,2012-06-30 00:00:00 - 2012-12-27 00:00:00,Logistic Regression,C value: 1.5,Accuracy,Threshold: 0.05,0.743001531
5665,2012-06-30 00:00:00 - 2012-12-27 00:00:00,Logistic Regression,C value: 1.2,Accuracy,Threshold: 0.05,0.743001531
5687,2012-06-30 00:00:00 - 2012-12-27 00:00:00,Logistic Regression,C value: 1.0,Accuracy,Threshold: 0.05,0.743001531
5709,2012-06-30 00:00:00 - 2012-12-27 00:00:00,Logistic Regression,C value: 2.0,Accuracy,Threshold: 0.05,0.743001531
5731,2012-06-30 00:00:00 - 2012-12-27 00:00:00,Logistic Regression,C value: 2.5,Accuracy,Threshold: 0.05,0.743001531
4606,2012-06-30 00:00:00 - 2012-12-27 00:00:00,Random Forests,"Number of Trees: 75, Max Depth of Trees: 100",Accuracy,Threshold: 0.02,0.742970904
4628,2012-06-30 00:00:00 - 2012-12-27 00:00:00,Random Forests,"Number of Trees: 75, Max Depth of Trees: 50",Accuracy,Threshold: 0.02,0.742970904
4631,2012-06-30 00:00:00 - 2012-12-27 00:00:00,Random Forests,"Number of Trees: 75, Max Depth of Trees: 50",Accuracy,Threshold: 0.05,0.742970904
4782,2012-06-30 00:00:00 - 2012-12-27 00:00:00,Random Forests,"Number of Trees: 25, Max Depth of Trees: 20",Accuracy,Threshold: 0.02,0.742970904
4791,2012-06-30 00:00:00 - 2012-12-27 00:00:00,Random Forests,"Number of Trees: 25, Max Depth of Trees: 20",Accuracy,Threshold: 0.01,0.742970904
5385,2012-06-30 00:00:00 - 2012-12-27 00:00:00,Extra Trees,"Number of Trees: 75, Max Depth of Trees: 200",Accuracy,Threshold: 0.01,0.742970904
5763,2012-06-30 00:00:00 - 2012-12-27 00:00:00,K Nearest Neighbors,K Neighbors: 100,Accuracy,Threshold: 0.3,0.742970904
6928,2013-12-22 00:00:00 - 2014-06-20 00:00:00,Random Forests,"Number of Trees: 5, Max Depth of Trees: 100",Precision,Threshold: 0.3,0.742950108
441,2013-06-25 00:00:00 - 2013-12-22 00:00:00,Ada Boosting,"Estimators: 10, Learning Rate: 1.0",Precision,Threshold: 0.5,0.74294271
4609,2012-06-30 00:00:00 - 2012-12-27 00:00:00,Random Forests,"Number of Trees: 75, Max Depth of Trees: 100",Accuracy,Threshold: 0.05,0.742940276
5609,2012-06-30 00:00:00 - 2012-12-27 00:00:00,Decision Trees,Max Depth of Trees: 5,Accuracy,Threshold: 0.3,0.742940276
221,2013-06-25 00:00:00 - 2013-12-22 00:00:00,Bagging,"Estimators: 30, Samples: 10",Precision,Threshold: 0.5,0.742937617
1364,2013-06-25 00:00:00 - 2013-12-22 00:00:00,Extra Trees,"Number of Trees: 25, Max Depth of Trees: 50",Recall,Threshold: 0.5,0.742934179
4179,2012-06-30 00:00:00 - 2012-12-27 00:00:00,Bagging,"Estimators: 30, Samples: 500",Accuracy,Threshold: 0.3,0.742909648
5646,2012-06-30 00:00:00 - 2012-12-27 00:00:00,Logistic Regression,C value: 1.5,Accuracy,Threshold: 0.1,0.742909648
5668,2012-06-30 00:00:00 - 2012-12-27 00:00:00,Logistic Regression,C value: 1.2,Accuracy,Threshold: 0.1,0.742909648
5690,2012-06-30 00:00:00 - 2012-12-27 00:00:00,Logistic Regression,C value: 1.0,Accuracy,Threshold: 0.1,0.742909648
5712,2012-06-30 00:00:00 - 2012-12-27 00:00:00,Logistic Regression,C value: 2.0,Accuracy,Threshold: 0.1,0.742909648
5734,2012-06-30 00:00:00 - 2012-12-27 00:00:00,Logistic Regression,C value: 2.5,Accuracy,Threshold: 0.1,0.742909648
4719,2012-06-30 00:00:00 - 2012-12-27 00:00:00,Random Forests,"Number of Trees: 75, Max Depth of Trees: 20",Accuracy,Threshold: 0.05,0.74287902
5115,2012-06-30 00:00:00 - 2012-12-27 00:00:00,Extra Trees,"Number of Trees: 75, Max Depth of Trees: 20",Accuracy,Threshold: 0.05,0.74287902
5769,2012-06-30 00:00:00 - 2012-12-27 00:00:00,K Nearest Neighbors,K Neighbors: 20,Accuracy,Threshold: 0.2,0.74287902
1694,2013-06-25 00:00:00 - 2013-12-22 00:00:00,Decision Trees,Max Depth of Trees: 20,Recall,Threshold: 0.5,0.742870738
5178,2012-06-30 00:00:00 - 2012-12-27 00:00:00,Extra Trees,"Number of Trees: 25, Max Depth of Trees: 20",Accuracy,Threshold: 0.02,0.742848392
5187,2012-06-30 00:00:00 - 2012-12-27 00:00:00,Extra Trees,"Number of Trees: 25, Max Depth of Trees: 20",Accuracy,Threshold: 0.01,0.742848392
4185,2012-06-30 00:00:00 - 2012-12-27 00:00:00,Bagging,"Estimators: 10, Samples: 100",Accuracy,Threshold: 0.2,0.742817764
5653,2012-06-30 00:00:00 - 2012-12-27 00:00:00,Logistic Regression,C value: 1.5,Accuracy,Threshold: 0.3,0.742817764
5675,2012-06-30 00:00:00 - 2012-12-27 00:00:00,Logistic Regression,C value: 1.2,Accuracy,Threshold: 0.3,0.742817764
5697,2012-06-30 00:00:00 - 2012-12-27 00:00:00,Logistic Regression,C value: 1.0,Accuracy,Threshold: 0.3,0.742817764
5719,2012-06-30 00:00:00 - 2012-12-27 00:00:00,Logistic Regression,C value: 2.0,Accuracy,Threshold: 0.3,0.742817764
5741,2012-06-30 00:00:00 - 2012-12-27 00:00:00,Logistic Regression,C value: 2.5,Accuracy,Threshold: 0.3,0.742817764
4555,2012-06-30 00:00:00 - 2012-12-27 00:00:00,Ada Boosting,"Estimators: 10, Learning Rate: 2.0",Precision,Threshold: 0.5,0.742803485
6030,2013-12-22 00:00:00 - 2014-06-20 00:00:00,Bagging,"Estimators: 5, Samples: 10",Accuracy,Threshold: 0.5,0.742800397
6627,2013-12-22 00:00:00 - 2014-06-20 00:00:00,Random Forests,"Number of Trees: 25, Max Depth of Trees: 100",Accuracy,Threshold: 0.2,0.742800397
6709,2013-12-22 00:00:00 - 2014-06-20 00:00:00,Random Forests,"Number of Trees: 5, Max Depth of Trees: 50",Accuracy,Threshold: 0.3,0.742800397
7130,2013-12-22 00:00:00 - 2014-06-20 00:00:00,Extra Trees,"Number of Trees: 25, Max Depth of Trees: 20",Accuracy,Threshold: 0.5,0.742800397
7406,2013-12-22 00:00:00 - 2014-06-20 00:00:00,Support Vector Machines,C value: 1.0,Accuracy,Threshold: 0.1,0.742800397
4267,2012-06-30 00:00:00 - 2012-12-27 00:00:00,Bagging,"Estimators: 50, Samples: 500",Accuracy,Threshold: 0.3,0.742787136
4722,2012-06-30 00:00:00 - 2012-12-27 00:00:00,Random Forests,"Number of Trees: 75, Max Depth of Trees: 20",Accuracy,Threshold: 0.1,0.742787136
5033,2012-06-30 00:00:00 - 2012-12-27 00:00:00,Extra Trees,"Number of Trees: 75, Max Depth of Trees: 50",Accuracy,Threshold: 0.01,0.742787136
5011,2012-06-30 00:00:00 - 2012-12-27 00:00:00,Extra Trees,"Number of Trees: 75, Max Depth of Trees: 100",Accuracy,Threshold: 0.01,0.742756508
5181,2012-06-30 00:00:00 - 2012-12-27 00:00:00,Extra Trees,"Number of Trees: 25, Max Depth of Trees: 20",Accuracy,Threshold: 0.05,0.742756508
5247,2012-06-30 00:00:00 - 2012-12-27 00:00:00,Extra Trees,"Number of Trees: 5, Max Depth of Trees: 20",Accuracy,Threshold: 0.05,0.742725881
4986,2012-06-30 00:00:00 - 2012-12-27 00:00:00,Random Forests,"Number of Trees: 75, Max Depth of Trees: 200",Accuracy,Threshold: 0.1,0.742695253
4785,2012-06-30 00:00:00 - 2012-12-27 00:00:00,Random Forests,"Number of Trees: 25, Max Depth of Trees: 20",Accuracy,Threshold: 0.05,0.742664625
5024,2012-06-30 00:00:00 - 2012-12-27 00:00:00,Extra Trees,"Number of Trees: 75, Max Depth of Trees: 50",Accuracy,Threshold: 0.02,0.742633997
5184,2012-06-30 00:00:00 - 2012-12-27 00:00:00,Extra Trees,"Number of Trees: 25, Max Depth of Trees: 20",Accuracy,Threshold: 0.1,0.742633997
5244,2012-06-30 00:00:00 - 2012-12-27 00:00:00,Extra Trees,"Number of Trees: 5, Max Depth of Trees: 20",Accuracy,Threshold: 0.02,0.742633997
5253,2012-06-30 00:00:00 - 2012-12-27 00:00:00,Extra Trees,"Number of Trees: 5, Max Depth of Trees: 20",Accuracy,Threshold: 0.01,0.742633997
5637,2012-06-30 00:00:00 - 2012-12-27 00:00:00,Logistic Regression,C value: 1.5,Accuracy,Threshold: 0.2,0.742633997
5659,2012-06-30 00:00:00 - 2012-12-27 00:00:00,Logistic Regression,C value: 1.2,Accuracy,Threshold: 0.2,0.742633997
5681,2012-06-30 00:00:00 - 2012-12-27 00:00:00,Logistic Regression,C value: 1.0,Accuracy,Threshold: 0.2,0.742633997
5703,2012-06-30 00:00:00 - 2012-12-27 00:00:00,Logistic Regression,C value: 2.0,Accuracy,Threshold: 0.2,0.742633997
5725,2012-06-30 00:00:00 - 2012-12-27 00:00:00,Logistic Regression,C value: 2.5,Accuracy,Threshold: 0.2,0.742633997
5002,2012-06-30 00:00:00 - 2012-12-27 00:00:00,Extra Trees,"Number of Trees: 75, Max Depth of Trees: 100",Accuracy,Threshold: 0.02,0.742603369
5109,2012-06-30 00:00:00 - 2012-12-27 00:00:00,Extra Trees,"Number of Trees: 75, Max Depth of Trees: 20",Accuracy,Threshold: 0.2,0.742603369
5376,2012-06-30 00:00:00 - 2012-12-27 00:00:00,Extra Trees,"Number of Trees: 75, Max Depth of Trees: 200",Accuracy,Threshold: 0.02,0.742603369
4034,2012-06-30 00:00:00 - 2012-12-27 00:00:00,Bagging,"Estimators: 10, Samples: 50",Accuracy,Threshold: 0.02,0.742572741
4037,2012-06-30 00:00:00 - 2012-12-27 00:00:00,Bagging,"Estimators: 10, Samples: 50",Accuracy,Threshold: 0.05,0.742572741
4040,2012-06-30 00:00:00 - 2012-12-27 00:00:00,Bagging,"Estimators: 10, Samples: 50",Accuracy,Threshold: 0.1,0.742572741
4043,2012-06-30 00:00:00 - 2012-12-27 00:00:00,Bagging,"Estimators: 10, Samples: 50",Accuracy,Threshold: 0.01,0.742572741
3965,2012-06-30 00:00:00 - 2012-12-27 00:00:00,Bagging,"Estimators: 10, Samples: 500",Accuracy,Threshold: 0.2,0.742542113
4829,2012-06-30 00:00:00 - 2012-12-27 00:00:00,Random Forests,"Number of Trees: 25, Max Depth of Trees: 200",Accuracy,Threshold: 0.05,0.742542113
5118,2012-06-30 00:00:00 - 2012-12-27 00:00:00,Extra Trees,"Number of Trees: 75, Max Depth of Trees: 20",Accuracy,Threshold: 0.1,0.742542113
4675,2012-06-30 00:00:00 - 2012-12-27 00:00:00,Random Forests,"Number of Trees: 25, Max Depth of Trees: 100",Accuracy,Threshold: 0.05,0.742511485
4895,2012-06-30 00:00:00 - 2012-12-27 00:00:00,Random Forests,"Number of Trees: 25, Max Depth of Trees: 50",Accuracy,Threshold: 0.05,0.742511485
5250,2012-06-30 00:00:00 - 2012-12-27 00:00:00,Extra Trees,"Number of Trees: 5, Max Depth of Trees: 20",Accuracy,Threshold: 0.1,0.742511485
4788,2012-06-30 00:00:00 - 2012-12-27 00:00:00,Random Forests,"Number of Trees: 25, Max Depth of Trees: 20",Accuracy,Threshold: 0.1,0.742419602
5222,2012-06-30 00:00:00 - 2012-12-27 00:00:00,Extra Trees,"Number of Trees: 25, Max Depth of Trees: 200",Accuracy,Threshold: 0.02,0.742419602
5231,2012-06-30 00:00:00 - 2012-12-27 00:00:00,Extra Trees,"Number of Trees: 25, Max Depth of Trees: 200",Accuracy,Threshold: 0.01,0.742419602
5857,2012-06-30 00:00:00 - 2012-12-27 00:00:00,K Nearest Neighbors,K Neighbors: 10,Accuracy,Threshold: 0.2,0.742419602
5807,2012-06-30 00:00:00 - 2012-12-27 00:00:00,K Nearest Neighbors,K Neighbors: 50,Accuracy,Threshold: 0.3,0.742388974
4612,2012-06-30 00:00:00 - 2012-12-27 00:00:00,Random Forests,"Number of Trees: 75, Max Depth of Trees: 100",Accuracy,Threshold: 0.1,0.742235835
4848,2012-06-30 00:00:00 - 2012-12-27 00:00:00,Random Forests,"Number of Trees: 5, Max Depth of Trees: 20",Accuracy,Threshold: 0.02,0.742235835
4898,2012-06-30 00:00:00 - 2012-12-27 00:00:00,Random Forests,"Number of Trees: 25, Max Depth of Trees: 50",Accuracy,Threshold: 0.1,0.742235835
5175,2012-06-30 00:00:00 - 2012-12-27 00:00:00,Extra Trees,"Number of Trees: 25, Max Depth of Trees: 20",Accuracy,Threshold: 0.2,0.742235835
4857,2012-06-30 00:00:00 - 2012-12-27 00:00:00,Random Forests,"Number of Trees: 5, Max Depth of Trees: 20",Accuracy,Threshold: 0.01,0.742205207
5027,2012-06-30 00:00:00 - 2012-12-27 00:00:00,Extra Trees,"Number of Trees: 75, Max Depth of Trees: 50",Accuracy,Threshold: 0.05,0.742205207
4201,2012-06-30 00:00:00 - 2012-12-27 00:00:00,Bagging,"Estimators: 10, Samples: 100",Accuracy,Threshold: 0.3,0.742174579
4634,2012-06-30 00:00:00 - 2012-12-27 00:00:00,Random Forests,"Number of Trees: 75, Max Depth of Trees: 50",Accuracy,Threshold: 0.1,0.742174579
1431,2013-06-25 00:00:00 - 2013-12-22 00:00:00,Extra Trees,"Number of Trees: 5, Max Depth of Trees: 100",Precision,Threshold: 0.5,0.742169695
7723,2013-12-22 00:00:00 - 2014-06-20 00:00:00,K Nearest Neighbors,K Neighbors: 20,Precision,Threshold: 0.5,0.742071882
5125,2012-06-30 00:00:00 - 2012-12-27 00:00:00,Extra Trees,"Number of Trees: 75, Max Depth of Trees: 20",Accuracy,Threshold: 0.3,0.742052067
4050,2012-06-30 00:00:00 - 2012-12-27 00:00:00,Bagging,"Estimators: 10, Samples: 10",Accuracy,Threshold: 0.5,0.741990812
7366,2013-12-22 00:00:00 - 2014-06-20 00:00:00,Support Vector Machines,C value: 1.5,ROC_AUC,No Threshold,0.741978769
4779,2012-06-30 00:00:00 - 2012-12-27 00:00:00,Random Forests,"Number of Trees: 25, Max Depth of Trees: 20",Accuracy,Threshold: 0.2,0.741960184
5068,2012-06-30 00:00:00 - 2012-12-27 00:00:00,Extra Trees,"Number of Trees: 25, Max Depth of Trees: 100",Accuracy,Threshold: 0.02,0.741898928
5077,2012-06-30 00:00:00 - 2012-12-27 00:00:00,Extra Trees,"Number of Trees: 25, Max Depth of Trees: 100",Accuracy,Threshold: 0.01,0.741898928
4713,2012-06-30 00:00:00 - 2012-12-27 00:00:00,Random Forests,"Number of Trees: 75, Max Depth of Trees: 20",Accuracy,Threshold: 0.2,0.7418683
5288,2012-06-30 00:00:00 - 2012-12-27 00:00:00,Extra Trees,"Number of Trees: 25, Max Depth of Trees: 50",Accuracy,Threshold: 0.02,0.741837672
5297,2012-06-30 00:00:00 - 2012-12-27 00:00:00,Extra Trees,"Number of Trees: 25, Max Depth of Trees: 50",Accuracy,Threshold: 0.01,0.741837672
5379,2012-06-30 00:00:00 - 2012-12-27 00:00:00,Extra Trees,"Number of Trees: 75, Max Depth of Trees: 200",Accuracy,Threshold: 0.05,0.741837672
6643,2013-12-22 00:00:00 - 2014-06-20 00:00:00,Random Forests,"Number of Trees: 25, Max Depth of Trees: 100",Accuracy,Threshold: 0.3,0.741807349
6734,2013-12-22 00:00:00 - 2014-06-20 00:00:00,Random Forests,"Number of Trees: 25, Max Depth of Trees: 20",Accuracy,Threshold: 0.5,0.741807349
6951,2013-12-22 00:00:00 - 2014-06-20 00:00:00,Random Forests,"Number of Trees: 75, Max Depth of Trees: 200",Accuracy,Threshold: 0.3,0.741807349
7375,2013-12-22 00:00:00 - 2014-06-20 00:00:00,Support Vector Machines,C value: 1.2,Accuracy,Threshold: 0.2,0.741807349
7381,2013-12-22 00:00:00 - 2014-06-20 00:00:00,Support Vector Machines,C value: 1.2,Accuracy,Threshold: 0.05,0.741807349
4832,2012-06-30 00:00:00 - 2012-12-27 00:00:00,Random Forests,"Number of Trees: 25, Max Depth of Trees: 200",Accuracy,Threshold: 0.1,0.741745789
5005,2012-06-30 00:00:00 - 2012-12-27 00:00:00,Extra Trees,"Number of Trees: 75, Max Depth of Trees: 100",Accuracy,Threshold: 0.05,0.741745789
4851,2012-06-30 00:00:00 - 2012-12-27 00:00:00,Random Forests,"Number of Trees: 5, Max Depth of Trees: 20",Accuracy,Threshold: 0.05,0.741653905
4678,2012-06-30 00:00:00 - 2012-12-27 00:00:00,Random Forests,"Number of Trees: 25, Max Depth of Trees: 100",Accuracy,Threshold: 0.1,0.741531394
5241,2012-06-30 00:00:00 - 2012-12-27 00:00:00,Extra Trees,"Number of Trees: 5, Max Depth of Trees: 20",Accuracy,Threshold: 0.2,0.741378254
6626,2013-12-22 00:00:00 - 2014-06-20 00:00:00,Random Forests,"Number of Trees: 25, Max Depth of Trees: 100",Precision,Threshold: 0.2,0.741344196
4119,2012-06-30 00:00:00 - 2012-12-27 00:00:00,Bagging,"Estimators: 5, Samples: 100",Accuracy,Threshold: 0.2,0.741316998
4122,2012-06-30 00:00:00 - 2012-12-27 00:00:00,Bagging,"Estimators: 5, Samples: 100",Accuracy,Threshold: 0.02,0.741316998
4125,2012-06-30 00:00:00 - 2012-12-27 00:00:00,Bagging,"Estimators: 5, Samples: 100",Accuracy,Threshold: 0.05,0.741316998
4128,2012-06-30 00:00:00 - 2012-12-27 00:00:00,Bagging,"Estimators: 5, Samples: 100",Accuracy,Threshold: 0.1,0.741316998
4131,2012-06-30 00:00:00 - 2012-12-27 00:00:00,Bagging,"Estimators: 5, Samples: 100",Accuracy,Threshold: 0.01,0.741316998
925,2013-06-25 00:00:00 - 2013-12-22 00:00:00,Random Forests,"Number of Trees: 5, Max Depth of Trees: 20",Precision,Threshold: 0.5,0.741302546
3940,2012-06-30 00:00:00 - 2012-12-27 00:00:00,Bagging,"Estimators: 50, Samples: 10",Accuracy,Threshold: 0.5,0.741286371
4031,2012-06-30 00:00:00 - 2012-12-27 00:00:00,Bagging,"Estimators: 10, Samples: 50",Accuracy,Threshold: 0.2,0.741286371
1629,2013-06-25 00:00:00 - 2013-12-22 00:00:00,Decision Trees,Max Depth of Trees: 50,Precision,Threshold: 0.5,0.741268886
1648,2013-06-25 00:00:00 - 2013-12-22 00:00:00,Decision Trees,Max Depth of Trees: 50,Precision,Threshold: 0.3,0.741173141
5225,2012-06-30 00:00:00 - 2012-12-27 00:00:00,Extra Trees,"Number of Trees: 25, Max Depth of Trees: 200",Accuracy,Threshold: 0.05,0.741133231
5785,2012-06-30 00:00:00 - 2012-12-27 00:00:00,K Nearest Neighbors,K Neighbors: 20,Accuracy,Threshold: 0.3,0.741133231
1632,2013-06-25 00:00:00 - 2013-12-22 00:00:00,Decision Trees,Max Depth of Trees: 50,Precision,Threshold: 0.2,0.74112986
1635,2013-06-25 00:00:00 - 2013-12-22 00:00:00,Decision Trees,Max Depth of Trees: 50,Precision,Threshold: 0.02,0.74112986
1638,2013-06-25 00:00:00 - 2013-12-22 00:00:00,Decision Trees,Max Depth of Trees: 50,Precision,Threshold: 0.05,0.74112986
1641,2013-06-25 00:00:00 - 2013-12-22 00:00:00,Decision Trees,Max Depth of Trees: 50,Precision,Threshold: 0.1,0.74112986
1644,2013-06-25 00:00:00 - 2013-12-22 00:00:00,Decision Trees,Max Depth of Trees: 50,Precision,Threshold: 0.01,0.74112986
5008,2012-06-30 00:00:00 - 2012-12-27 00:00:00,Extra Trees,"Number of Trees: 75, Max Depth of Trees: 100",Accuracy,Threshold: 0.1,0.740980092
4854,2012-06-30 00:00:00 - 2012-12-27 00:00:00,Random Forests,"Number of Trees: 5, Max Depth of Trees: 20",Accuracy,Threshold: 0.1,0.740918836
6139,2013-12-22 00:00:00 - 2014-06-20 00:00:00,Bagging,"Estimators: 10, Samples: 100",Precision,Threshold: 0.5,0.740818468
6560,2013-12-22 00:00:00 - 2014-06-20 00:00:00,Random Forests,"Number of Trees: 75, Max Depth of Trees: 100",Precision,Threshold: 0.2,0.740816327
6561,2013-12-22 00:00:00 - 2014-06-20 00:00:00,Random Forests,"Number of Trees: 75, Max Depth of Trees: 100",Accuracy,Threshold: 0.2,0.7408143
7378,2013-12-22 00:00:00 - 2014-06-20 00:00:00,Support Vector Machines,C value: 1.2,Accuracy,Threshold: 0.02,0.7408143
7391,2013-12-22 00:00:00 - 2014-06-20 00:00:00,Support Vector Machines,C value: 1.2,Accuracy,Threshold: 0.3,0.7408143
7397,2013-12-22 00:00:00 - 2014-06-20 00:00:00,Support Vector Machines,C value: 1.0,Accuracy,Threshold: 0.2,0.7408143
7403,2013-12-22 00:00:00 - 2014-06-20 00:00:00,Support Vector Machines,C value: 1.0,Accuracy,Threshold: 0.05,0.7408143
7409,2013-12-22 00:00:00 - 2014-06-20 00:00:00,Support Vector Machines,C value: 1.0,Accuracy,Threshold: 0.01,0.7408143
5071,2012-06-30 00:00:00 - 2012-12-27 00:00:00,Extra Trees,"Number of Trees: 25, Max Depth of Trees: 100",Accuracy,Threshold: 0.05,0.740735069
5191,2012-06-30 00:00:00 - 2012-12-27 00:00:00,Extra Trees,"Number of Trees: 25, Max Depth of Trees: 20",Accuracy,Threshold: 0.3,0.740735069
6818,2013-12-22 00:00:00 - 2014-06-20 00:00:00,Random Forests,"Number of Trees: 5, Max Depth of Trees: 20",Precision,Threshold: 0.3,0.7406639
5030,2012-06-30 00:00:00 - 2012-12-27 00:00:00,Extra Trees,"Number of Trees: 75, Max Depth of Trees: 50",Accuracy,Threshold: 0.1,0.740643185
5634,2012-06-30 00:00:00 - 2012-12-27 00:00:00,Logistic Regression,C value: 1.5,Accuracy,Threshold: 0.5,0.740643185
5656,2012-06-30 00:00:00 - 2012-12-27 00:00:00,Logistic Regression,C value: 1.2,Accuracy,Threshold: 0.5,0.740643185
5678,2012-06-30 00:00:00 - 2012-12-27 00:00:00,Logistic Regression,C value: 1.0,Accuracy,Threshold: 0.5,0.740643185
5700,2012-06-30 00:00:00 - 2012-12-27 00:00:00,Logistic Regression,C value: 2.0,Accuracy,Threshold: 0.5,0.740643185
5722,2012-06-30 00:00:00 - 2012-12-27 00:00:00,Logistic Regression,C value: 2.5,Accuracy,Threshold: 0.5,0.740643185
5835,2012-06-30 00:00:00 - 2012-12-27 00:00:00,K Nearest Neighbors,K Neighbors: 5,Accuracy,Threshold: 0.2,0.740520674
5838,2012-06-30 00:00:00 - 2012-12-27 00:00:00,K Nearest Neighbors,K Neighbors: 5,Accuracy,Threshold: 0.02,0.740520674
5841,2012-06-30 00:00:00 - 2012-12-27 00:00:00,K Nearest Neighbors,K Neighbors: 5,Accuracy,Threshold: 0.05,0.740520674
5844,2012-06-30 00:00:00 - 2012-12-27 00:00:00,K Nearest Neighbors,K Neighbors: 5,Accuracy,Threshold: 0.1,0.740520674
